"Recording_ID","Genus","Specific_epithet","Subspecies","English_name","Recordist","Country","Locality","Latitude","Longitude","Vocalization_type","Audio_file","License","Url","Quality","Time","Date","Altitude","file.name","Spectrogram_small","Spectrogram_med","Spectrogram_large","Spectrogram_full","Length","Uploaded","Other_species","Remarks","Bird_seen","Playback_used","Other_species1","Other_species2","Other_species3","Other_species4","Other_species5","Other_species6","Other_species7","Other_species8","Other_species9","Other_species10","Other_species11","Other_species12","Other_species13","Other_species14","Other_species15","Other_species16","Other_species17","Other_species18","Other_species19","Other_species20","Other_species21","Other_species22","Other_species23","Other_species24","Other_species25","Other_species26","Other_species27","Other_species28","Other_species29","Other_species30","Species","Path"
255495,"Cyanistes","caeruleus","","Eurasian Blue Tit","david m","United Kingdom","Ryedale District (near  Helperthorpe), North Yorkshire, England",54.12,-0.5445,"male, song","//www.xeno-canto.org/255495/download","//creativecommons.org/licenses/by-nc-nd/4.0/","//www.xeno-canto.org/255495","B","05:02","2015-05-12","80","XC255495-T07.mp3","//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC255495-small.png","//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC255495-med.png","//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC255495-large.png","//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC255495-full.png","4:11","2015-07-07",NA,"Blue tit  song ... not filtered ... parabolic ...","yes","no","Parus major","Turdus merula","Fringilla coelebs","Troglodytes troglodytes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cyanistes caeruleus","mp3//Cyanistes-caeruleus-255495.mp3"
480471,"Cyanistes","caeruleus","raddei","Eurasian Blue Tit","Albert Lastukhin","Azerbaijan","Sym, Astara",38.487,48.6389,"call, female, male, song","//www.xeno-canto.org/480471/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//www.xeno-canto.org/480471","B","09:00","2019-04-07","500","XC480471-Cyanistes caeruleus raddei  190416_033,ABB.MP3","//www.xeno-canto.org/sounds/uploaded/LELYWQKUZX/ffts/XC480471-small.png","//www.xeno-canto.org/sounds/uploaded/LELYWQKUZX/ffts/XC480471-med.png","//www.xeno-canto.org/sounds/uploaded/LELYWQKUZX/ffts/XC480471-large.png","//www.xeno-canto.org/sounds/uploaded/LELYWQKUZX/ffts/XC480471-full.png","1:00","2019-06-11","","","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cyanistes caeruleus","mp3//Cyanistes-caeruleus-480471.mp3"
187845,"Cyanistes","caeruleus","","Eurasian Blue Tit","david m","United Kingdom","Ryedale District (near  Helperthorpe), North Yorkshire, England",54.12,-0.5445,"call, male, song","//www.xeno-canto.org/187845/download","//creativecommons.org/licenses/by-nc-nd/4.0/","//www.xeno-canto.org/187845","A","05:54","2014-04-26","80","XC187845-T02.mp3","//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC187845-small.png","//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC187845-med.png","//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC187845-large.png","//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC187845-full.png","2:10","2014-07-19",NA,"Blue tit  call ... not filtered ... parabolic ... bird 10m from nest ...","yes","no","Corvus corone","Emberiza citrinella","Turdus philomelos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cyanistes caeruleus","mp3//Cyanistes-caeruleus-187845.mp3"
129626,"Cyanistes","caeruleus","","Eurasian Blue Tit","Elias A. Ryberg","Norway","Furnes, Hosbjor, county of Hedmark ",60.8834,11.01,"male, song","//www.xeno-canto.org/129626/download","//creativecommons.org/licenses/by-nc-sa/3.0/","//www.xeno-canto.org/129626","A","12:30","2013-04-15","420","XC129626-Blåmeis Høsbjør 15. april 2013 kl. 12.30.mp3","//www.xeno-canto.org/sounds/uploaded/RFGQDPLDEC/ffts/XC129626-small.png","//www.xeno-canto.org/sounds/uploaded/RFGQDPLDEC/ffts/XC129626-med.png","//www.xeno-canto.org/sounds/uploaded/RFGQDPLDEC/ffts/XC129626-large.png","//www.xeno-canto.org/sounds/uploaded/RFGQDPLDEC/ffts/XC129626-full.png","0:59","2013-04-15","Chloris chloris","","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cyanistes caeruleus","mp3//Cyanistes-caeruleus-129626.mp3"
377867,"Cyanistes","caeruleus","","Eurasian Blue Tit","Esperanza Poveda","Spain","linares de la sierra, huelva, andalucía",37.8738,-6.6203,"male, song","//www.xeno-canto.org/377867/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//www.xeno-canto.org/377867","B","?","2017-05-04","?","XC377867-cyanistes caeruleus (esperanza poveda) linares de la sierra 04-05-2017.mp3","//www.xeno-canto.org/sounds/uploaded/PRVFBYIQYZ/ffts/XC377867-small.png","//www.xeno-canto.org/sounds/uploaded/PRVFBYIQYZ/ffts/XC377867-med.png","//www.xeno-canto.org/sounds/uploaded/PRVFBYIQYZ/ffts/XC377867-large.png","//www.xeno-canto.org/sounds/uploaded/PRVFBYIQYZ/ffts/XC377867-full.png","0:43","2017-06-30","","El hábitat es un bosque de clima atlántico en la sierra, algo poco frecuente en estas latitudes, que está constituído por robles melojos, quejigos y plantaciones de castaño. El matorral mediterráneo pero sobre todo los helechos constituyen el sotobosque.","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cyanistes caeruleus","mp3//Cyanistes-caeruleus-377867.mp3"
212317,"Cyanistes","caeruleus","","Eurasian Blue Tit","david m","United Kingdom","Ryedale District (near  Helperthorpe), North Yorkshire, England",54.12,-0.5445,"male, song","//www.xeno-canto.org/212317/download","//creativecommons.org/licenses/by-nc-nd/4.0/","//www.xeno-canto.org/212317","A","?","2009-04-07","80","XC212317-LS113267.mp3","//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC212317-small.png","//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC212317-med.png","//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC212317-large.png","//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC212317-full.png","1:32","2015-02-05",NA,"Blue tit  song ... not filtered ... parabolic ...","yes","no","Troglodytes troglodytes","Turdus philomelos","Turdus merula","Parus major",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cyanistes caeruleus","mp3//Cyanistes-caeruleus-212317.mp3"
405168,"Cyanistes","caeruleus","caeruleus","Eurasian Blue Tit","Jarek Matusiak","Poland","Gmina Czosnów (near  Adamówek), nowodworski, mazowieckie",52.3729,20.7221,"male, song","//www.xeno-canto.org/405168/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//www.xeno-canto.org/405168","A","10:00","2018-03-09","70","XC405168-Sikora modra Cyanistes careuleus Poland Jarek Matusiak 286.mp3","//www.xeno-canto.org/sounds/uploaded/ZNCDXTUOFL/ffts/XC405168-small.png","//www.xeno-canto.org/sounds/uploaded/ZNCDXTUOFL/ffts/XC405168-med.png","//www.xeno-canto.org/sounds/uploaded/ZNCDXTUOFL/ffts/XC405168-large.png","//www.xeno-canto.org/sounds/uploaded/ZNCDXTUOFL/ffts/XC405168-full.png","0:30","2018-03-09","","","yes","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cyanistes caeruleus","mp3//Cyanistes-caeruleus-405168.mp3"
253776,"Cyanistes","caeruleus","","Eurasian Blue Tit","david m","United Kingdom","Ryedale District (near  Helperthorpe), North Yorkshire, England",54.12,-0.5445,"male, song","//www.xeno-canto.org/253776/download","//creativecommons.org/licenses/by-nc-nd/4.0/","//www.xeno-canto.org/253776","B","04:53","2015-05-04","80","XC253776-T02.mp3","//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC253776-small.png","//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC253776-med.png","//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC253776-large.png","//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC253776-full.png","2:26","2015-06-25",NA,"Blue tit song ... not filtered ... parabolic ...","yes","no","Turdus merula","Parus major",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cyanistes caeruleus","mp3//Cyanistes-caeruleus-253776.mp3"
526109,"Cyanistes","caeruleus","","Eurasian Blue Tit","Elias A. Ryberg","Norway","Stange, Hedmark",60.7225,11.1095,"adult, male, song","//www.xeno-canto.org/526109/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//www.xeno-canto.org/526109","A","13:30","2020-02-06","150","XC526109-Blåmeis XC Stange Elias A. Ryberg20200206133041_001.mp3","//www.xeno-canto.org/sounds/uploaded/RFGQDPLDEC/ffts/XC526109-small.png","//www.xeno-canto.org/sounds/uploaded/RFGQDPLDEC/ffts/XC526109-med.png","//www.xeno-canto.org/sounds/uploaded/RFGQDPLDEC/ffts/XC526109-large.png","//www.xeno-canto.org/sounds/uploaded/RFGQDPLDEC/ffts/XC526109-full.png","2:00","2020-02-09","Pyrrhula pyrrhula","","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cyanistes caeruleus","mp3//Cyanistes-caeruleus-526109.mp3"
122468,"Cyanistes","caeruleus","caeruleus","Eurasian Blue Tit","Jarek Matusiak","Poland","Warszawa (near  Warsaw), Warszawa, Mazowieckie",52.1157,21.0907,"male, song","//www.xeno-canto.org/122468/download","//creativecommons.org/licenses/by-nc-sa/3.0/","//www.xeno-canto.org/122468","A","14:30","2013-02-23","100","XC122468-Parus_caeruleus_Poland_Jarek_Matusiak_20130223-014.mp3","//www.xeno-canto.org/sounds/uploaded/ZNCDXTUOFL/ffts/XC122468-small.png","//www.xeno-canto.org/sounds/uploaded/ZNCDXTUOFL/ffts/XC122468-med.png","//www.xeno-canto.org/sounds/uploaded/ZNCDXTUOFL/ffts/XC122468-large.png","//www.xeno-canto.org/sounds/uploaded/ZNCDXTUOFL/ffts/XC122468-full.png","0:59","2013-02-23","","usual song","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cyanistes caeruleus","mp3//Cyanistes-caeruleus-122468.mp3"
121314,"Cyanistes","caeruleus","caeruleus","Eurasian Blue Tit","Jarek Matusiak","Poland","Warszawa (near  Warsaw), Warszawa, Masovian Voivodeship",52.3506,20.9316,"male, song","//www.xeno-canto.org/121314/download","//creativecommons.org/licenses/by-nc-sa/3.0/","//www.xeno-canto.org/121314","A","14:00","2013-02-08","80","XC121314-Cyanistes_caeruleus_Poland_Jarek_Matusiak_20130208-015.mp3","//www.xeno-canto.org/sounds/uploaded/ZNCDXTUOFL/ffts/XC121314-small.png","//www.xeno-canto.org/sounds/uploaded/ZNCDXTUOFL/ffts/XC121314-med.png","//www.xeno-canto.org/sounds/uploaded/ZNCDXTUOFL/ffts/XC121314-large.png","//www.xeno-canto.org/sounds/uploaded/ZNCDXTUOFL/ffts/XC121314-full.png","1:06","2013-02-08","","lonely bird in presence of second male - 4 motive of XC121313","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cyanistes caeruleus","mp3//Cyanistes-caeruleus-121314.mp3"
359252,"Cyanistes","caeruleus","caeruleus","Eurasian Blue Tit","Ruslan Mazuryk","Ukraine","Toky, Pidvolochys'kyi district, Ternopil's'ka oblast",49.634,26.2213,"male, song","//www.xeno-canto.org/359252/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//www.xeno-canto.org/359252","B","10:20","2017-03-16","?","XC359252-MVI_5166.mp3","//www.xeno-canto.org/sounds/uploaded/QIUOHGLLRX/ffts/XC359252-small.png","//www.xeno-canto.org/sounds/uploaded/QIUOHGLLRX/ffts/XC359252-med.png","//www.xeno-canto.org/sounds/uploaded/QIUOHGLLRX/ffts/XC359252-large.png","//www.xeno-canto.org/sounds/uploaded/QIUOHGLLRX/ffts/XC359252-full.png","1:02","2017-03-16",NA,"","no","unknown","Passer domesticus","Gallus gallus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cyanistes caeruleus","mp3//Cyanistes-caeruleus-359252.mp3"
313933,"Cyanistes","caeruleus","","Eurasian Blue Tit","Piotr Szczypinski","Poland","Gmina Dzierzgowo (near  Szumsk), mławski, mazowieckie",53.1182,20.6495,"call, female, male, song","//www.xeno-canto.org/313933/download","//creativecommons.org/licenses/by-nc-nd/4.0/","//www.xeno-canto.org/313933","B","07:30","2016-04-26","170","XC313933-Cyancaer-2malesfem_Poland_PSZ_2016_04_26_8.00_6242.mp3","//www.xeno-canto.org/sounds/uploaded/RWHGTWZNPX/ffts/XC313933-small.png","//www.xeno-canto.org/sounds/uploaded/RWHGTWZNPX/ffts/XC313933-med.png","//www.xeno-canto.org/sounds/uploaded/RWHGTWZNPX/ffts/XC313933-large.png","//www.xeno-canto.org/sounds/uploaded/RWHGTWZNPX/ffts/XC313933-full.png","1:06","2016-04-27",NA,"Two males and one female - conflict.","yes","no","Phylloscopus sibilatrix","Fringilla coelebs","Parus major",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cyanistes caeruleus","mp3//Cyanistes-caeruleus-313933.mp3"
134039,"Cyanistes","caeruleus","","Eurasian Blue Tit","david m","United Kingdom","Ryedale District (near  Helperthorpe), North Yorkshire, England",54.12,-0.5445,"male, song","//www.xeno-canto.org/134039/download","//creativecommons.org/licenses/by-nc-nd/3.0/","//www.xeno-canto.org/134039","B","05:00","2013-05-13","80","XC134039-LS111494.MP3","//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC134039-small.png","//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC134039-med.png","//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC134039-large.png","//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC134039-full.png","1:20","2013-05-18",NA,"Blue tit  soundscape ... open phantom powered lavalier mics either side of furry table tennis bat ... not filtered ... some background noise ...","yes","no","Turdus philomelos","Turdus merula","Passer domesticus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cyanistes caeruleus","mp3//Cyanistes-caeruleus-134039.mp3"
121313,"Cyanistes","caeruleus","caeruleus","Eurasian Blue Tit","Jarek Matusiak","Poland","Warszawa (near  Warsaw), Warszawa, Masovian Voivodeship",52.3506,20.9316,"male, song","//www.xeno-canto.org/121313/download","//creativecommons.org/licenses/by-nc-sa/3.0/","//www.xeno-canto.org/121313","A","14:00","2013-02-08","80","XC121313-Cyanistes_caeruleus_Poland_Jarek_Matusiak_20130208-014.mp3","//www.xeno-canto.org/sounds/uploaded/ZNCDXTUOFL/ffts/XC121313-small.png","//www.xeno-canto.org/sounds/uploaded/ZNCDXTUOFL/ffts/XC121313-med.png","//www.xeno-canto.org/sounds/uploaded/ZNCDXTUOFL/ffts/XC121313-large.png","//www.xeno-canto.org/sounds/uploaded/ZNCDXTUOFL/ffts/XC121313-full.png","3:57","2013-02-08","","3 different motives lonely bird in presence of second male from second","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cyanistes caeruleus","mp3//Cyanistes-caeruleus-121313.mp3"
480469,"Cyanistes","caeruleus","raddei","Eurasian Blue Tit","Albert Lastukhin","Azerbaijan","Cəngəmiran, Lerik, Ardabil Province",38.76,48.4359,"male, song","//www.xeno-canto.org/480469/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//www.xeno-canto.org/480469","B","06:00","2019-04-07","1100","XC480469-Cyanistes caeruleus raddei 190407_001, AA.MP3","//www.xeno-canto.org/sounds/uploaded/LELYWQKUZX/ffts/XC480469-small.png","//www.xeno-canto.org/sounds/uploaded/LELYWQKUZX/ffts/XC480469-med.png","//www.xeno-canto.org/sounds/uploaded/LELYWQKUZX/ffts/XC480469-large.png","//www.xeno-canto.org/sounds/uploaded/LELYWQKUZX/ffts/XC480469-full.png","0:33","2019-06-11","","","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cyanistes caeruleus","mp3//Cyanistes-caeruleus-480469.mp3"
406511,"Cyanistes","caeruleus","","Eurasian Blue Tit","Jarek Matusiak","Poland","Łazienki Królewskie, Warszawa, mazowieckie",52.2146,21.0358,"male, song","//www.xeno-canto.org/406511/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//www.xeno-canto.org/406511","B","16:00","2018-03-18","80","XC406511-Sikora modra Cyanistes careuleus Poland Jarek Matusiak 442.mp3","//www.xeno-canto.org/sounds/uploaded/ZNCDXTUOFL/ffts/XC406511-small.png","//www.xeno-canto.org/sounds/uploaded/ZNCDXTUOFL/ffts/XC406511-med.png","//www.xeno-canto.org/sounds/uploaded/ZNCDXTUOFL/ffts/XC406511-large.png","//www.xeno-canto.org/sounds/uploaded/ZNCDXTUOFL/ffts/XC406511-full.png","1:54","2018-03-18","","Strong wind","yes","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cyanistes caeruleus","mp3//Cyanistes-caeruleus-406511.mp3"
403124,"Cyanistes","caeruleus","","Eurasian Blue Tit","Karl-Birger Strann","Norway","Salangen, Troms",68.8564,18.0776,"male, song","//www.xeno-canto.org/403124/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//www.xeno-canto.org/403124","B","08:00","2007-04-09","30","XC403124-Bluetit male song.mp3","//www.xeno-canto.org/sounds/uploaded/LCSITXRCXL/ffts/XC403124-small.png","//www.xeno-canto.org/sounds/uploaded/LCSITXRCXL/ffts/XC403124-med.png","//www.xeno-canto.org/sounds/uploaded/LCSITXRCXL/ffts/XC403124-large.png","//www.xeno-canto.org/sounds/uploaded/LCSITXRCXL/ffts/XC403124-full.png","0:33","2018-02-20","Parus major","","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cyanistes caeruleus","mp3//Cyanistes-caeruleus-403124.mp3"
122923,"Cyanistes","caeruleus","caeruleus","Eurasian Blue Tit","Jarek Matusiak","Poland","Warszawa (near  Warsaw), Warszawa, Masovian Voivodeship",52.3306,20.9292,"male, song","//www.xeno-canto.org/122923/download","//creativecommons.org/licenses/by-nc-sa/3.0/","//www.xeno-canto.org/122923","A","15:00","2013-02-26","70","XC122923-Parus_caeruleus_Poland_Jarek_Matusiak_20130226-0001.mp3","//www.xeno-canto.org/sounds/uploaded/ZNCDXTUOFL/ffts/XC122923-small.png","//www.xeno-canto.org/sounds/uploaded/ZNCDXTUOFL/ffts/XC122923-med.png","//www.xeno-canto.org/sounds/uploaded/ZNCDXTUOFL/ffts/XC122923-large.png","//www.xeno-canto.org/sounds/uploaded/ZNCDXTUOFL/ffts/XC122923-full.png","3:03","2013-02-26","","Unusual from second verse","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cyanistes caeruleus","mp3//Cyanistes-caeruleus-122923.mp3"
255496,"Cyanistes","caeruleus","","Eurasian Blue Tit","david m","United Kingdom","Ryedale District (near  Helperthorpe), North Yorkshire, England",54.12,-0.5445,"male, song","//www.xeno-canto.org/255496/download","//creativecommons.org/licenses/by-nc-nd/4.0/","//www.xeno-canto.org/255496","B","05:06","2015-05-12","80","XC255496-T08.mp3","//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC255496-small.png","//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC255496-med.png","//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC255496-large.png","//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC255496-full.png","3:16","2015-07-07",NA,"Blue tit  song ... not filtered ... parabolic ...","yes","no","Parus major","Turdus merula","Troglodytes troglodytes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cyanistes caeruleus","mp3//Cyanistes-caeruleus-255496.mp3"
187844,"Cyanistes","caeruleus","","Eurasian Blue Tit","david m","United Kingdom","Ryedale District (near  Helperthorpe), North Yorkshire, England",54.12,-0.5445,"call, male, song","//www.xeno-canto.org/187844/download","//creativecommons.org/licenses/by-nc-nd/4.0/","//www.xeno-canto.org/187844","A","05:12","2014-04-26","80","XC187844-T01.mp3","//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC187844-small.png","//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC187844-med.png","//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC187844-large.png","//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC187844-full.png","4:10","2014-07-19",NA,"Blue tit song and call ... not filtered ... parabolic ...","yes","no","Turdus philomelos","Corvus corone","Fringilla coelebs","Turdus merula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cyanistes caeruleus","mp3//Cyanistes-caeruleus-187844.mp3"
408338,"Cyanistes","caeruleus","","Eurasian Blue Tit","Elias A. Ryberg","Norway","Høsbjør,Ringsaker, County of Hedmark",60.6426,11.1539,"male, song","//www.xeno-canto.org/408338/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//www.xeno-canto.org/408338","A","13:15","2018-03-31","150","XC408338-Blåmeis XC Høsbjør Elias A. Ryberg20180331131558_253.mp3","//www.xeno-canto.org/sounds/uploaded/RFGQDPLDEC/ffts/XC408338-small.png","//www.xeno-canto.org/sounds/uploaded/RFGQDPLDEC/ffts/XC408338-med.png","//www.xeno-canto.org/sounds/uploaded/RFGQDPLDEC/ffts/XC408338-large.png","//www.xeno-canto.org/sounds/uploaded/RFGQDPLDEC/ffts/XC408338-full.png","6:32","2018-03-31","","","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cyanistes caeruleus","mp3//Cyanistes-caeruleus-408338.mp3"
157279,"Hirundo","rustica","","Barn Swallow","david m","United Kingdom","Ryedale District (near  Helperthorpe), North Yorkshire, England",54.12,-0.5445,"male, song","//www.xeno-canto.org/157279/download","//creativecommons.org/licenses/by-nc-nd/3.0/","//www.xeno-canto.org/157279","A","05:05","2011-08-03","80","XC157279-T10.mp3","//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC157279-small.png","//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC157279-med.png","//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC157279-large.png","//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC157279-full.png","2:05","2013-12-09","","Swallow in song ... not filtered ... binaural dummy head ...","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hirundo rustica","mp3//Hirundo-rustica-157279.mp3"
443771,"Hirundo","rustica","","Barn Swallow","Karl-Birger Strann","Norway","Tromsø, Troms",69.5294,18.2951,"male, song","//www.xeno-canto.org/443771/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//www.xeno-canto.org/443771","A","15:30","2006-07-08","10","XC443771-Swallow male song.mp3","//www.xeno-canto.org/sounds/uploaded/LCSITXRCXL/ffts/XC443771-small.png","//www.xeno-canto.org/sounds/uploaded/LCSITXRCXL/ffts/XC443771-med.png","//www.xeno-canto.org/sounds/uploaded/LCSITXRCXL/ffts/XC443771-large.png","//www.xeno-canto.org/sounds/uploaded/LCSITXRCXL/ffts/XC443771-full.png","0:40","2018-11-26","","","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hirundo rustica","mp3//Hirundo-rustica-443771.mp3"
195232,"Hirundo","rustica","","Barn Swallow","david m","United Kingdom","Ryedale District (near  Helperthorpe), North Yorkshire, England",54.12,-0.5445,"call, male, song","//www.xeno-canto.org/195232/download","//creativecommons.org/licenses/by-nc-nd/4.0/","//www.xeno-canto.org/195232","B","05:40","2014-08-03","80","XC195232-T01.mp3","//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC195232-small.png","//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC195232-med.png","//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC195232-large.png","//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC195232-full.png","1:04","2014-09-12",NA,"Swallow song and calls ... not filtered ... parabolic ...","yes","no","Columba palumbus","Delichon urbicum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hirundo rustica","mp3//Hirundo-rustica-195232.mp3"
